SpeciesName,Overview,Size,Morphology,Behavior,Distribution,Habitat,Habitat Details,CommonNames,Kingdom,Phylum,Class,Order,Family,Genus,Species,Conservation Status
Eubalaena australis,"Southern Right Whales are characterized by their massive size, robust body, and distinctive callosities (raised, rough patches of skin) on their heads. They are called ""right whales"" because they were considered the ""right"" whales to hunt during the whaling era due to their slow movements, tendency to float when killed, and the valuable blubber they provided.",Adult Southern Right Whales can reach lengths of 14 to 18 meters (46 to 59 feet) and weigh between 40 to 80 metric tons. They are among the largest animals on Earth.,"These whales are primarily dark gray to black in color and have unique callosities on their heads, which can appear white due to accumulated barnacles. They lack a dorsal fin, and their tails, or flukes, are broad and paddle-shaped.","Southern Right Whales are known for their slow, graceful movements both at the surface and underwater. They are social animals and often seen in groups. They are also known for their acrobatic behavior, including breaching (jumping out of the water) and tail-slapping.","Their range includes the southern oceans of the world, primarily in the Southern Hemisphere. They are found in the waters of Antarctica, South America, Africa, and Oceania.","Southern Right Whales are typically found in coastal waters, particularly during the breeding and calving season. They migrate between feeding grounds in colder waters and warmer breeding areas.","These whales feed primarily on zooplankton and small crustaceans, using their baleen plates to filter food from the water. Breeding and calving typically occur in shallow, sheltered bays and estuaries.

The conservation status of Southern Right Whales has improved since the ban on commercial whaling. They are now protected by international agreements and regulations. However, they still face threats such as entanglement in fishing gear, ship strikes, and habitat degradation. Conservation efforts aim to protect critical habitats and minimize human impacts on these magnificent marine mammals.",{'English': ['Southern Right Whale']},Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,Eubalaena australis (Desmoulins 1822),No data available
Equus kiang,The Kiang is the largest of the wild ass species and is well adapted to the harsh high-altitude environments of its habitat.,"Adult Kiangs typically stand about 1.3 to 1.5 meters (4.3 to 4.9 feet) at the shoulder and have a body length of around 2.2 to 2.8 meters (7.2 to 9.2 feet). They can weigh between 400 to 500 kilograms (880 to 1,100 pounds).","Kiangs have a stocky build with a short, erect mane along their neck. Their coat color varies depending on the season, with a light brown to reddish-brown coloration in summer and a thicker, more grayish coat in winter. They have a white belly, muzzle, and eye ring.",Kiangs are herbivores and graze on grasses and other vegetation found in their high-altitude habitat. They are known for their adaptability to extreme cold and can withstand temperatures well below freezing.,"They are found in regions of the Tibetan Plateau, including parts of China, India, and Nepal. They inhabit high-altitude areas, often above 4,000 meters (13,000 feet) and up to 5,500 meters (18,000 feet).","Kiangs are typically found in alpine meadows, grasslands, and steppe habitats in the high mountains of their range. They are well adapted to the thin air and harsh climatic conditions of the Tibetan Plateau.","These wild donkeys are social animals and are often seen in groups. They have a keen sense of hearing and are known for their alertness to potential threats, such as predators like snow leopards and wolves.

The conservation status of Kiangs is classified as ""Least Concern"" by the International Union for Conservation of Nature (IUCN). However, they still face some threats, including habitat degradation due to overgrazing by domestic livestock and competition for resources. Conservation efforts aim to protect their high-altitude habitats and ensure the coexistence of Kiangs with local communities and their livestock.","{'English': ['Kiang'], 'Other': ['Kiang']}",Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus kiang Moorcroft 1841,Least Concern
Equus hemionus,"The Asiatic Wild Ass, or Onager, is a medium-sized wild equid known for its swiftness and adaptation to arid and desert environments. It is closely related to domestic asses.",Adult Onagers typically have a body length ranging from 200 to 250 centimeters (6.6 to 8.2 feet) and a shoulder height of about 100 to 130 centimeters (3.3 to 4.3 feet). Their weight can vary but is generally around 200 to 300 kilograms (440 to 660 pounds).,"These wild asses have a light, sandy to reddish-brown coat with a white belly and legs. They have a dark stripe along their back and a short, erect mane. Their ears are large and rounded, and they have a tufted tail.","Onagers are herbivorous and primarily graze on grasses and vegetation found in their arid habitats. They are known for their speed and endurance, capable of running at high speeds for extended periods.","The range of the Asiatic Wild Ass historically covered a vast area of Asia, including countries such as Iran, India, Pakistan, and Mongolia. However, their populations have become fragmented due to habitat loss and human encroachment.","Onagers inhabit arid and semi-arid environments, including deserts, steppes, and open grasslands. They are well adapted to these harsh habitats and can endure extreme temperatures.","These wild asses are social animals and are often seen in small herds, which can consist of several individuals. They have a strong sense of hierarchy within their groups and communicate using vocalizations and body language.

The conservation status of Asiatic Wild Asses varies among subspecies, with some being critically endangered, while others are less threatened. Habitat loss, competition with domestic livestock, and poaching are among the primary threats they face. Conservation efforts focus on protecting their remaining habitats, implementing anti-poaching measures, and promoting coexistence with local communities.","{'English': ['Ghor-khar', 'Indian Wild Ass', 'Khur']}",Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus hemionus Pallas 1775,No data available
Equus hemionus,,,,,,,"Equus hemionus khur Lesson, 1827","{'English': ['Asian Wild Ass', 'Asiatic Wild Ass', 'Kulan'], 'Other': ['Asiatic Wild Ass']}",Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus hemionus Pallas 1775,Endangered
Dugong dugon,"The Dugong is a slow-moving, herbivorous marine mammal known for its unique and gentle nature. It is often associated with seagrass meadows, which form a significant part of its diet.","Adult Dugongs are large, with an average length ranging from 2.5 to 3 meters (8.2 to 9.8 feet) and a weight of about 200 to 400 kilograms (440 to 880 pounds). However, some individuals can grow larger.","These marine mammals have a torpedo-shaped body with a streamlined appearance. They are typically grayish-brown in color and have a smooth, nearly hairless skin. Their forelimbs have evolved into flippers, which they use for swimming and maneuvering.","""Three independent immature sized dugongs were sighted. The first dugong was sighted on the south eastern side of Havelock Island (11056â€™-11059â€™N & 92056â€™-92059â€™E) and behavioural observations were made for 47h. The individual was approximately 2m long, with distinct scars on its body; an X-mark on its head, a line running back from the right pectoral, roughly circular marks above the left pectoral and on the underside of the base of the tail and 2 notches on the tail. It was observed feeding on seagrass (Halodule sp. and Halophila sp.) at an average depth of 6 m and at a maximum distance of 100m from the shore. It spent a mean period of 9.4 Â± 0.7h, n=15 a day feeding in an area of 0.1km2. The density of seagrass was sparse and the lengths of the shoots were less than 100mm. When feeding on these low growing sea grasses, the dugong dug into the bottom with its muzzle, extracting and consuming leaves, stems and interconnecting rhizomes. In this process, it reworked the upper 20-30mm of substrate raising clouds of fine sediment and leaving behind distinct long, serpentine feeding trails (Image 1). It surfaced at mean intervals of 231.8 Â± 13.5 s, n=22 (submergence time) to breathe at an angle of 450 exhaling once it reached the surface. The breathing pattern comprised of 2 short breaths at mean intervals of 31.1 Â± 6.0 s, n=22 followed by a longer third breath. The mean total surface time was 59.2 Â± 6.0 s, n=22. This was followed by an arching of the body and a forward roll which raised the mid-dorsal region and then the tail above the surface giving a downward thrust. The descent was generally at a steeper angle and on reaching the bottom; the dugong supported itself on its pectorals without the body actually touching the sea bed. The pectorals were also used for locomotion on the bottom.
The second dugong was sighted around Neil Island (11049â€™-11050â€™N & 93000â€™-93Â°02â€™E) and behavioural observations were made for 54h. It was approximately 2.5m long, had a distinct crescent scar on the left side above the pectoral, a notch on the inner side of the left and right pectoral and the left side of the tail and a scar running along the lower half of the trunk. It was observed feeding on Halodule sp. and Halophila sp. at an average depth of 9m, and at a maximum distance of 100m from the shore during the neap tide. While feeding, it surfaced at mean intervals of 268.4 Â± 14.6 s, n=41 and spent a mean period of 2.9 Â±0.8 h, n=36 a day feeding. During the spring tide it was observed idling and resting at this site (Image 2). While idling, it swam at an average depth of 3m and up-to a distance of 300m from the shore. It moved with the help of its tail and surfaced at mean intervals of 326.1 Â± 11.8 s, n=29 and spent a mean period of 4.1 Â±0.8 h, n=14 a day idling. While resting, it remained close to the surface without any movement and closed its eyes. It was observed resting for a mean period of 1.2 Â±0.3 h, n=4. While idling and resting, it just submerged while moving forward without arching and rolling. It was observed communicating in the form of long squeaks. Both the dugongs sometimes had 1-2 remoras attached posteriorly and ventrally to their bodies and were always preceded by juvenile pilot fish. The third dugong was sighted at Kodiaghat (11031â€™49.25â€™â€™N & 92043â€™36.68â€E) in south Andaman and was observed for a brief period of 590 s at a depth of 7m. It was approximately 3m long and it showed observer directed behaviour. It curiously approached us and stopped at a distance of 2m from us. It then circled us twice surfacing to breathe between each circling. It followed the similar breathing pattern of two short breaths and a third long breath. All three individuals were identified as males and confirmation of the sex was done by an observation of the genital parts.""","Dugongs are found in the warm coastal waters and tropical seas of the Indo-Pacific region. Their range extends from the eastern coast of Africa to the western Pacific Ocean, including regions such as the Red Sea, the Persian Gulf, and northern Australia.","Dugongs inhabit various coastal and nearshore habitats, including seagrass meadows, mangrove areas, and coral reefs. They are particularly associated with seagrass beds, which provide their primary food source.","Dugongs (Dugong dugon) are large marine mammalian grazers of the tropical Indo-west-Pacific region where they feed primarily on near-shore sea grasses. They are the only extant member of the family Dugongidae in the order Sirenia. Dugongs are bottom feeders and spend little of their time at or near the surface but must surface for 1 to 2 seconds to breathe at regular and frequent intervals. They have a large body size (and a hindgut fermenting digestive system. These features, combined with the relatively low nutrient and energy content of their aquatic plant food, suggest that they must spend a high proportion of their time feeding in order to meet their daily food requirements.","{'English': ['Dugong', 'Sea Cow'], 'Other': ['Sea cow/Dugong']}",Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Dugong dugon (MÃ¼ller 1776),Vulnerable
Dicerorhinus sumatrensis,"The Sumatran Rhino is the smallest and hairiest of all the rhinoceros species. It is known for its distinct appearance, which includes two small horns on its snout and a relatively short body covered in coarse, reddish-brown to dark brown hair.","Adult Sumatran Rhinos are relatively small compared to other rhinoceros species. They typically have a body length of about 2 to 3 meters (6.6 to 9.8 feet) and a shoulder height of around 1 to 1.5 meters (3.3 to 4.9 feet). They can weigh between 500 to 800 kilograms (1,100 to 1,760 pounds).","These rhinos have two small horns on their snout, with the front horn being longer than the rear horn. They have a prehensile upper lip, which they use to grasp and feed on leaves and branches.","Sumatran Rhinos are primarily solitary animals and are known for their elusive and solitary nature. They are also known for their vocalizations, including whistles and other sounds used for communication.","Historically, they were found in various parts of Southeast Asia, including Indonesia, Malaysia, Thailand, and Myanmar. However, their range has significantly declined, and they are now found in only a few isolated populations.","Sumatran Rhinos inhabit a range of forested environments, including lowland rainforests, montane forests, and swamps. They are typically associated with hilly and rugged terrain.","These rhinos are browsers and primarily feed on leaves, twigs, and fruit. They are known for their wallowing behavior, where they create mud wallows for cooling off and protecting their skin from parasites.

The conservation status of Sumatran Rhinos is critically endangered, with their populations severely depleted due to habitat loss and poaching for their horns. Conservation efforts aim to protect their remaining habitats, establish captive breeding programs, and combat illegal poaching. The survival of this unique rhino species is a top priority in global conservation efforts.","{'English': ['Asian Two-horned Rhinoceros', 'Hairy Rhinoceros', 'Sumatran Rhinoceros'], 'Other': ['Sumatran Rhinoceros']}",Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,Dicerorhinus sumatrensis,Critically Endangered
Delphinus capensis,"The Long-beaked Common Dolphin is aptly named due to its distinctive long beak, which sets it apart from other dolphin species in its genus, Delphinus. It is one of the most abundant and widespread dolphins globally.",Adult Long-beaked Common Dolphins typically measure between 1.7 to 2.4 meters (5.6 to 7.9 feet) in length and weigh approximately 70 to 110 kilograms (154 to 243 pounds).,"These dolphins have a streamlined, slender body with a light gray to yellowish-tan coloration on their sides, fading to white on their belly. They are known for their characteristic hourglass pattern on their sides, with a yellow-tan coloration between a dark gray patch on the flanks.","Long-beaked Common Dolphins are highly social animals and often travel in large pods that can number in the hundreds or even thousands of individuals. They are known for their playful and acrobatic behavior, including riding the bow waves created by boats and leaping out of the water.","They have a global distribution, inhabiting warm and temperate waters in various oceans and seas. They can be found in regions such as the Atlantic Ocean, the Indian Ocean, the Mediterranean Sea, and the Pacific Ocean.","Long-beaked Common Dolphins are commonly found in offshore and pelagic waters but can also be seen in coastal areas. They are known to inhabit a wide range of marine environments, including continental shelves and open ocean.","These dolphins primarily feed on small fish, squid, and other prey. They are skilled hunters and use their sharp teeth to capture and consume their prey. Their sociable nature can sometimes lead to coordinated hunting efforts within their pods.

The conservation status of Long-beaked Common Dolphins is generally considered to be of ""Least Concern"" by the International Union for Conservation of Nature (IUCN) due to their widespread distribution and robust populations. However, they may face threats such as bycatch in fisheries, habitat degradation, and marine pollution. Conservation efforts focus on mitigating these threats and protecting their marine habitats.","{'English': ['Long-beaked Common Dolphin'], 'Other': ['Longâ€beaked Common Dolphin']}",Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,Delphinus capensis Gray 1828,Data Deficient
Cuon alpinus,"The Dhole, often called the ""Indian Wild Dog"" or ""Asiatic Wild Dog,"" is a medium-sized canid known for its distinctive appearance and pack-hunting behavior. It is one of the few social canids that form large, cooperative hunting groups.",Adult Dholes typically have a body length ranging from 90 to 112 centimeters (35 to 44 inches) and a shoulder height of about 45 to 55 centimeters (18 to 22 inches). They usually weigh between 12 to 21 kilograms (26 to 46 pounds).,"These wild dogs have a reddish-brown to orange coat with white patches on the chest and feet. They have a short, bushy tail and a rounded head with distinctive white markings around their lips and chin.","Dholes are highly social animals that live in tight-knit packs, typically consisting of 5 to 12 individuals, but larger groups have been observed. They are known for their cooperative hunting strategies and are capable of taking down prey much larger than themselves.","Dholes once had a wide distribution across Asia, including countries such as India, China, Southeast Asia, and parts of Russia. However, their range has significantly shrunk due to habitat loss and fragmentation.","They inhabit a range of environments, including deciduous forests, grasslands, and montane regions. They are often associated with hilly and forested terrain.","Dholes are carnivorous predators that primarily feed on deer, wild boar, and other ungulates. They are known for their endurance and persistence when hunting, pursuing their prey until exhaustion.

The conservation status of Dholes is concerning, as they are classified as ""Endangered"" by the International Union for Conservation of Nature (IUCN). They face threats such as habitat loss, competition with other predators, and diseases transmitted from domestic dogs. Conservation efforts focus on protecting their habitats, mitigating human-wildlife conflicts, and studying their behavior to aid in their conservation.","{'Assamese': ['Raang-kukur', 'Rang kukur'], 'Bengali': ['Ram kutha'], 'English': ['Asiatic Wild Dog', 'Dhole', 'Indian Wild Dog', 'Red Dog', 'Wild Dog'], 'Gonds': ['Eram naiko'], 'Gujarati': ['Kutra'], 'Hindi': ['Ban kutta', 'Dhole', 'Jangli kutta', 'Rahnasay kutta', 'Ram kutta', 'Sonah Kutta'], 'Hyderabad': [""Sakk'i sarai""], 'Kannada': ['Kadu nai'], 'Kashmiri': ['Ram hun', 'Ramkum'], 'Malayalam': ['Chen Naai', 'Shennai'], 'Manipuri': ['Huithou'], 'Marathi': ['And Kolasrd', 'Kolsa', 'Kolsun', 'Kolusnd'], 'Oriya': ['Balia kukura'], 'Other': ['Ban kutta', 'Dhole', 'Eram naiko', 'Jangli kutta', 'Rahnasay kutta', 'Ram kutta', ""Sakk'i sarai"", 'Sidda-ki', 'Sonah Kutta'], 'Others (Tribal) Adi': ['Sipyang'], 'Others (Tribal) Apatani': ['Sipya'], 'Others (Tribal) Bangni/Nyishi': ['Sachang'], 'Others (Tribal) Bugun': ['Chai', 'Shalu'], 'Others (Tribal) Idu Mishmi': ['Bambu'], 'Others (Tribal) Monpa': ['Phara'], 'Others (Tribal) Sherdukpen': ['Show'], 'Others Ladakhi': ['Farra'], 'Tamil': ['Chen Naai'], 'Telegu': ['Resu kukka'], 'Telugu': ['Reza kutta'], 'Tibetean': ['Sidda-ki']}",Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,Cuon alpinus (Pallas 1811),Endangered
Cervus elaphus,"The Red Deer is a large and powerful deer species known for its striking appearance and impressive antlers. It is found across various parts of Europe, Asia, and North America.","Adult Red Deer typically have a body length ranging from 1.7 to 2.1 meters (5.6 to 6.9 feet), and they stand about 1.1 to 1.5 meters (3.6 to 4.9 feet) tall at the shoulder. Males (stags) are generally larger than females (hinds). Stags can weigh between 180 to 530 kilograms (400 to 1,168 pounds), while hinds usually weigh between 110 to 210 kilograms (242 to 463 pounds).","Red Deer are known for their reddish-brown to brown coat, which often turns grayish in winter. They have a white rump patch and a long, bushy tail. What distinguishes them most are the antlers, which are typically large and branched, with several points. Antler size and complexity tend to increase with age.","Red Deer are known for their seasonal migrations, moving between lower elevations in winter and higher elevations in summer. They are primarily crepuscular and feed during the early morning and late evening.","Their range extends across a broad swath of Europe, Asia, and North America. They inhabit a variety of ecosystems, including forests, grasslands, and alpine meadows.","Red Deer are adaptable and can be found in diverse habitats, but they prefer wooded areas with access to water sources. They are often associated with temperate and boreal forests.","These deer are herbivores, primarily feeding on a diet of grasses, sedges, and various plants. During the winter months, they may resort to browsing on woody vegetation.

Red Deer are culturally significant and have been hunted for their meat and antlers for centuries. They also play important roles in ecosystems by influencing vegetation through their feeding habits and contributing to seed dispersal.

Their conservation status varies across their range, but they are generally considered a species of ""Least Concern"" by the International Union for Conservation of Nature (IUCN). However, the conservation status can differ regionally, and local populations may face threats such as habitat loss, hunting, and competition with livestock for resources.","{'English': ['Hangul', 'Kashmir Deer', 'Kashmir Red Deer', 'Kashmir Stag']}",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus Linnaeus 1758,No data available
Caracal caracal,"The Caracal is a wild cat species native to Africa, the Middle East, and parts of South Asia. It is well adapted to various habitats, from arid deserts to grasslands and woodlands.",Adult Caracals typically have a body length ranging from 65 to 85 centimeters (26 to 33 inches) and a shoulder height of about 40 to 50 centimeters (16 to 20 inches). They generally weigh between 8 to 18 kilograms (18 to 40 pounds).,"Caracals are known for their reddish-brown to tawny coat with distinct black markings on their face, ears, and body. Their most iconic feature is their tufted, pointed ears, which can be highly expressive. Their name ""caracal"" actually comes from the Turkish word ""karakulak,"" which means ""black ear."" They have long legs and a short, black-tipped tail.","These cats are solitary and mainly crepuscular, meaning they are most active during dawn and dusk. They are skilled hunters and are known for their remarkable agility and leaping ability, capable of catching birds in mid-air.","Caracals have a relatively wide distribution across Africa, extending from the southern tip of the continent northwards into the Middle East and parts of western India. Their range encompasses various ecosystems, including savannas, deserts, and mountainous regions.","Caracals are adaptable and can inhabit a range of environments, from dry deserts to grassy plains and scrublands. They are often associated with regions that offer sufficient cover for hunting and resting.","These cats are carnivorous predators that primarily prey on small to medium-sized mammals, birds, and occasionally, larger ungulates. They are known for their stealthy hunting techniques, often stalking their prey before launching a swift attack.

The conservation status of Caracals is generally considered to be of ""Least Concern"" by the International Union for Conservation of Nature (IUCN). However, localized populations may face threats from habitat loss, human-wildlife conflict, and poaching. Conservation efforts focus on protecting their habitats and mitigating conflicts with humans.","{'English': ['African Caracal', 'Asian Caracal', 'Caracal', 'Desert Lynx'], 'Other': ['Caracal']}",Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,Caracal caracal (Schreber 1776),Least Concern
Caprolagus hispidus,The Hispid Hare is a relatively small hare species known for its distinctive appearance and shy behavior. It is one of the rarest hare species in the world and is categorized as an endangered species.,Adult Hispid Hares typically have a body length ranging from 35 to 50 centimeters (14 to 20 inches) and a weight of about 1 to 2 kilograms (2.2 to 4.4 pounds). They have relatively short ears compared to other hare species.,"These hares have a dense, coarse coat of bristly fur, which gives them a spiky or ""hispid"" appearance. Their fur is typically brownish or grayish, providing camouflage in their grassy habitats.",Hispid Hares are known for their elusive and nocturnal behavior. They are solitary animals and are rarely seen during the day. They are shy and tend to freeze or crouch when approached.,"The Hispid Hare is native to the Indian subcontinent and is found in several countries, including India, Nepal, and Bangladesh. Their distribution is patchy and limited to specific regions.","These hares inhabit a variety of grassy and reed-filled habitats, including tall grasslands, wetlands, and marshes. They are often associated with areas near water sources.","Hispid Hares are herbivores that primarily feed on grasses and other plant materials. Their secretive nature and nocturnal habits make them challenging to study and observe in the wild.

The conservation status of Hispid Hares is highly concerning, and they are listed as endangered by the International Union for Conservation of Nature (IUCN). They face significant threats from habitat loss due to agriculture, development, and wetland degradation. Additionally, hunting and poaching pose significant risks to their populations.

Conservation efforts for Hispid Hares include habitat protection, wetland restoration, and efforts to reduce human-wildlife conflict. Research and monitoring are essential to gain a better understanding of their ecology and behavior.","{'Assamese': ['Khaagorikota pohu', 'Khagorikota pohu', 'Khargorikata soha'], 'English': ['Assam Rabbit', 'Hispid Hare', 'Hispid Rabbit'], 'Other': ['Hispid Hare']}",Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Caprolagus,Caprolagus hispidus (Pearson 1839),Endangered
Capricornis thar,"The Himalayan Tahr is a sure-footed and well-adapted herbivore, specifically adapted to high mountainous regions in the Himalayas. It is known for its distinctive appearance, with a shaggy reddish-brown coat and curved horns.","Adult Himalayan Tahrs are relatively large, with males (bulls) typically larger than females (ewes). Bulls can reach a shoulder height of about 65 to 75 centimeters (26 to 30 inches) and a length of 140 to 186 centimeters (55 to 73 inches) from head to tail. They can weigh between 70 to 100 kilograms (154 to 220 pounds). Ewes are smaller, weighing around 30 to 40 kilograms (66 to 88 pounds).","Himalayan Tahrs have a stocky build with a thick coat of reddish-brown fur. Both males and females possess curved horns, which can grow up to 45 centimeters (18 inches) in length. Their shaggy fur provides insulation against the cold mountain climate.","Tahrs are primarily herbivores, feeding on a variety of grasses, herbs, and shrubs found in their alpine habitats. They are generally crepuscular, meaning they are most active during dawn and dusk. Their social structure typically involves small groups or herds.","Himalayan Tahrs are found in the rugged mountainous regions of the Himalayas, including parts of India, Nepal, Bhutan, and Tibet. They are well adapted to the steep and rocky terrain of their habitat.","They inhabit alpine meadows, grassy slopes, and rocky outcrops at elevations ranging from 2,500 to 5,000 meters (8,200 to 16,400 feet) above sea level. Their thick fur and physical adaptations help them withstand the harsh mountain climate.","Tahrs are excellent climbers and can scale steep cliffs and rocky terrain with ease. They are known for their agility and are often seen on precipitous slopes.

The conservation status of the Himalayan Tahr varies by region, but some populations are considered vulnerable or endangered due to habitat loss, hunting, and competition with livestock for resources. Conservation efforts focus on habitat protection, management, and monitoring to ensure the survival of this unique mountain species.","{'Assamese': ['Bonoria sagoli', 'Deo-sagoli'], 'English': ['Himalayan Serow'], 'Other': ['Himalayan Serow'], 'Others (Tribal) Adi': ['Bibe'], 'Others (Tribal) Aka': ['Gophu'], 'Others (Tribal) Bugun': ['Shrai'], 'Others (Tribal) Idu Mishmi': ['Manjo'], 'Others (Tribal) Miji': ['Shubroi'], 'Others (Tribal) Monpa': ['Kyah'], 'Others (Tribal) Sherdukpen': ['Shara'], 'Others (Tribal) Wancho': ['Meiza']}",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,Capricornis thar (Hodgson 1831),Near Threatened
Capra sibirica,"The Siberian Ibex is a robust and highly adaptable species known for its ability to thrive in challenging alpine environments. It is characterized by its distinctive curved horns, shaggy coat, and remarkable climbing abilities.","Adult Siberian Ibexes are relatively large, with males (bucks) being larger than females (does). Bucks can reach a shoulder height of about 85 to 100 centimeters (33 to 39 inches) and have a body length of approximately 140 to 165 centimeters (55 to 65 inches). They can weigh between 80 to 130 kilograms (176 to 287 pounds). Does are smaller, weighing around 40 to 80 kilograms (88 to 176 pounds).","These ibexes have a stocky build with a dense, shaggy coat of brownish-gray fur. Both males and females possess curved horns, but the horns of males are much larger and can reach lengths of over one meter (39 inches). The horns have distinct ridges and grow continuously throughout the ibex's life.","Siberian Ibexes are herbivores, primarily feeding on grasses, herbs, and shrubs found in their mountainous habitats. They are well adapted to cold climates and often move to higher elevations in summer and lower elevations in winter.","Siberian Ibexes are native to a vast range that extends from the Caucasus Mountains in the west to the Altai Mountains, Tian Shan Mountains, and the Himalayas in the east. They inhabit regions in several countries, including Russia, Mongolia, China, India, and Pakistan.","They are often found in alpine meadows, steep cliffs, rocky outcrops, and high mountain slopes. Their physical adaptations, including specialized hooves and strong muscles, enable them to navigate these rugged terrains with ease.","Siberian Ibexes are known for their climbing abilities, and they are often seen scaling steep cliffs and rocky slopes in search of food and to avoid predators. They have excellent balance and can leap across rocky gaps.

The conservation status of Siberian Ibexes varies across their range, but they are generally considered a species of ""Least Concern"" by the International Union for Conservation of Nature (IUCN). However, localized populations may face threats from habitat degradation, hunting, and competition with livestock for resources. Conservation efforts aim to protect their habitats and regulate hunting to ensure sustainable populations.","{'English': ['Siberian Ibex'], 'Other': ['Siberian Ibex']}",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra sibirica (Pallas 1776),Least Concern
Capra falconeri,"The Markhor is renowned for its impressive twisted horns and striking appearance. It is one of the world's most unique and charismatic wild goats, known for its ability to thrive in challenging alpine environments.","Adult Markhors are relatively large, with males (bucks) being larger than females (does). Bucks can reach a shoulder height of about 65 to 75 centimeters (26 to 30 inches) and have a body length of approximately 132 to 186 centimeters (52 to 73 inches). They can weigh between 32 to 110 kilograms (70 to 242 pounds). Does are smaller, weighing around 20 to 32 kilograms (44 to 70 pounds).","The most distinctive feature of the Markhor is its impressive horns. Both males and females have horns, but those of males are much larger and more twisted, with several coils. These horns can grow to lengths of over one meter (39 inches) in some cases. Markhors have a dense, shaggy coat that can vary in color, including shades of brown, gray, or reddish-brown.","Markhors are herbivores, primarily feeding on a diet of grasses, leaves, herbs, and shrubs found in their mountainous habitats. They are adapted to cold climates and often move to higher elevations in summer and lower elevations in winter.","Markhors are native to mountainous regions in Central and South Asia. They inhabit regions in several countries, including Afghanistan, Pakistan, Tajikistan, Uzbekistan, and parts of India and Iran.","These wild goats are often found in steep cliffs, rocky outcrops, and high mountain slopes. Their physical adaptations, including specialized hooves for climbing, enable them to navigate these rugged terrains with ease.","Markhors are known for their climbing abilities, often scaling steep cliffs and rocky slopes to find food or escape from predators. They have excellent balance and are skilled climbers.

The conservation status of Markhors varies by region, but they are generally considered a species of ""Endangered"" or ""Near Threatened"" by the International Union for Conservation of Nature (IUCN). They face threats from habitat loss, hunting, and poaching for their horns. Conservation efforts focus on protecting their habitats, regulating hunting, and raising awareness to ensure the survival of this remarkable mountain species.","{'English': ['Markhor'], 'Other': ['Markhor']}",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra falconeri (Wagner 1839),Near Threatened
Canis lupus,"The Gray Wolf is a large and carnivorous mammal known for its intelligence, social structure, and remarkable hunting abilities. It is often referred to simply as the ""wolf.""","Gray Wolves exhibit sexual dimorphism, with males generally being larger than females. On average, adult wolves have a body length of 105 to 160 centimeters (41 to 63 inches), a shoulder height of 66 to 81 centimeters (26 to 32 inches), and a weight ranging from 23 to 79 kilograms (50 to 175 pounds).","Wolves have a dense fur coat that varies in color, including gray, brown, black, and white, depending on their geographic location. They have a robust body with strong limbs, sharp teeth, and keen senses, including acute hearing and an excellent sense of smell.","Gray Wolves are highly social animals that live in well-structured family groups known as packs. Packs are typically led by an alpha pair, which are the dominant breeding male and female. Wolves are known for their complex vocalizations, including howling, barking, and growling, which serve as forms of communication within the pack.","Historically, Gray Wolves had an extensive range that included North America, Eurasia, and parts of Africa. However, their distribution has been significantly reduced due to habitat loss and hunting.","Wolves are adaptable and can inhabit a wide range of ecosystems, from forests and tundra to grasslands and deserts. They are often associated with remote and wilderness areas.","Wolves are apex predators and primarily feed on a diet of large ungulates, such as deer, moose, and elk, as well as smaller mammals like rabbits and rodents. They are known for their hunting strategies, including coordinated group hunting.

The conservation status of Gray Wolves varies by region, but they are generally considered a species of ""Least Concern"" by the International Union for Conservation of Nature (IUCN). However, the conservation status can differ regionally, and local populations may face threats such as habitat loss, persecution, and conflicts with humans and livestock. Conservation efforts aim to protect their habitats, manage populations, and promote coexistence between wolves and humans.","{'Bengali': ['Hendol'], 'English': ['Common Wolf', 'Grey Wolf', 'Timber Wolf', 'Wolf'], 'Gujarati': ['Nar'], 'Hindi': ['Bheriya', 'Hundar', 'Nekra'], 'Kannada': ['Tholla'], 'Kashmiri': ['Rame hoon'], 'Marathi': ['Landga'], 'Other': ['Grey Wolf'], 'Others (Kutchhi)': ['Bhagad'], 'Tamil': ['Onai'], 'Telugu': ['Thodelu'], 'Tibetan': ['Changu']}",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus Linnaeus 1758,Least Concern
